website,city,addr,metro,area,country,lon,name,phone,lat,email,desc
Отсутствует,Львов,"г. Львов, ул. Зеленая, д. 33",Отсутствует,Сиховский,Украина,50.46,Аптека №28,8 (0322) 753-763,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, ул. Крылова, 4/1",Отсутствует,Отсутствует,Украина,50.46,Аптека №2 Гедеон Рихтер,(0332) 72-41-17,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Опольского, 2",Отсутствует,Отсутствует,Украина,50.46,Аптека №28,(0352) 2-25-30,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Медовая Пещера, 38",Отсутствует,Галицкий,Украина,50.46,Аптека №321,8 (0322) 712-044,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Сосюры, 70",Отсутствует,Отсутствует,Украина,50.46,Аптека №274 Фармация,(0642) 55-13-17,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Днестровская, д. 27",Отсутствует,Сиховский,Украина,50.46,Аптека №27,8 (0322) 708-238,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. 1-я Строительная, 19",Отсутствует,Отсутствует,Украина,50.46,Аптека №269 Фармация,(0642) 55-62-93,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Куйбышева, 5",Отсутствует,Куйбишевский,Украина,50.46,Аптека №260,(0622) 660-574,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Гнатюка, д. 12",Отсутствует,Галицкий,Украина,50.46,Аптека №26,8 (0322) 727-021,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Шевченко, 35",Отсутствует,Отсутствует,Украина,50.46,Аптека №254 Фармация,(0642) 54-23-55,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Гринченко, д. 4",Отсутствует,Шевченковский,Украина,50.46,Аптека №249,8 (0322) 524-546,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, просп. Ватутина, 20",Отсутствует,Ворошиловский,Украина,50.46,Аптека №248,(062) 335-3679,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Донецк,"г. Донецк, ул. Артема, 80",Отсутствует,Ворошиловский,Украина,50.46,Аптека №237,(062) 335-2454,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Сумы,"г. Сумы, ул. Леваневского, 28",Отсутствует,Отсутствует,Украина,50.46,Аптека №235,(054) 25-75-72,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Железнодорожная, д. 50",Отсутствует,Железнодорожный,Украина,50.46,Аптека №233,8 (032) 233-2038,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Магистральная, 31",Отсутствует,Ленинский,Украина,50.46,Аптека №273,(0622) 221-523,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Донецк,"г. Донецк, ул. Павших Коммунар, 77",Отсутствует,Буденовский,Украина,50.46,Аптека №591,(0622) 956-292,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Херсон,"г. Херсон, ул. Комкова, 75",Отсутствует,Отсутствует,Украина,50.46,Аптека №65,"(0552) 22-49-31, 42-91-00",30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Шутова, 28-а",Отсутствует,Кировский,Украина,50.46,Аптека №604,(0622) 637-059,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Русская, 23",Отсутствует,Отсутствует,Украина,50.46,Аптека №78,(0352) 22-22-92,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Независимости, д. 109-а",Отсутствует,Садгора,Украина,50.46,Аптека-Лагуна,(03722) 40-324,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Туркестанская 41",Московский проспект,Фрунзенский,Украина,50.46,Аптечный киоск,759 71 35,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Соборности, 43",Отсутствует,Отсутствует,Украина,50.46,Аптечный киоск Сальвэ № 3,(0332) 78-58-68,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, Стадионный проезд, 19/21",Советской армии,Фрунзенский,Украина,50.46,Аптечный киоск № 4,392 01 58,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр-кт. Косиора, 122, ГКБ № 25",Тракторный завод,Орджоникидзевский,Украина,50.46,Аптечный пункт,751 51 60,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Микулинецкая, 116",Отсутствует,Отсутствует,Украина,50.46,Аптека №80,(0352) 25-19-78,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Свердлова, 184",Отсутствует,Ленинский,Украина,50.46,Аптека №9,(0432) 68-19-94,30.50,Отсутствует,График работы : 8:00 - 20:00 Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Херсон,"г. Херсон, пр-кт. 200 лет Херсона, 12",Отсутствует,Отсутствует,Украина,50.46,Аптека №81,(0552) 33-81-09,30.50,Отсутствует,
Отсутствует,Кировоград,"г. Кировоград, ул. Шевченко, 19",Отсутствует,Отсутствует,Украина,50.46,Аптека №81,(0522) 22 76 58,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Соборности, д. 28",Отсутствует,Отсутствует,Украина,50.46,Аптека №8 Сальвэ,(0332) 78-63-67,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, бул. Пушкина, 18",Отсутствует,Ворошиловский,Украина,50.46,Аптека №222,(062) 305-4724,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Винница,"г. Винница, ул. Келецкая,105",Отсутствует,Вишенка,Украина,50.46,Аптека №8,(0432) 56-08-05,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Днепропетровск,"г. Днепропетровск, ул. Космическая, 19-Д",Вокзальная,Жовтневый,Украина,50.46,Аптека №8,31-33-72,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Рапопорта, д. 8",Отсутствует,Галицкий,Украина,50.46,Аптека №297,8 (032) 233-7277,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Шевченко Тараса, д. 358",Отсутствует,Шевченковский,Украина,50.46,Аптека №294,8 (0322) 911-578,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Княгини Ольги, д. 61",Отсутствует,Франковский,Украина,50.46,Аптека №29,8 (0322) 630-036,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Г.Сталинграда, 42",Отсутствует,Сосновский,Украина,50.46,Аптека №8 Медит-М,(0472) 76-03-15,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Львов,"г. Львов, ул. Городоцкая, д. 215",Отсутствует,Франковский,Украина,50.46,Аптека №289,8 (0322) 344-138,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Микулинецкая, 46",Отсутствует,Отсутствует,Украина,50.46,Аптека №29,(0352) 27-86-49,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Пролетариата Донбасса, 19",Отсутствует,Отсутствует,Украина,50.46,Аптека №287 Фармация,(0642) 42-70-81,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Научная, д. 59",Отсутствует,Франковский,Украина,50.46,Аптека №285,8 (0322) 634-158,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Китайская, д. 10",Отсутствует,Лычаковский,Украина,50.46,Аптека №284,8 (0322) 754-885,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Суворова, 32",Отсутствует,Отсутствует,Украина,50.46,Аптека №8,(0552) 22-53-64; 26-50-38,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Вовчинецкая, д. 172-а",Отсутствует,Отсутствует,Украина,50.46,Аптека №8,(03422) 6 65 88,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Руставели 14, 2-й этаж",Проспект Гагарина,Червонозаводский,Украина,50.46,Аптечный пункт,,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пер. Балакирева 5, ЦКБ",23-го августа,Дзержинский,Украина,50.46,Аптечный пункт,330 99 31,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Тинякова, 9, дор. клин. б-ца",Холодная гора,Ленинский,Украина,50.46,Аптечный пункт,751 1275,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, ул. Конякина, 12б",Отсутствует,Отсутствует,Украина,50.46,Аптечный киоск №40 Гедеон Рихтер,(0332) 71-93-75,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Димитрова, 14б",Отсутствует,Отсутствует,Украина,50.46,Аптечный киоск №21,(0552) 39-35-51,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Китаенко, 5в",Холодная гора,Октябрьский,Украина,50.46,Аптечный киоск № 9,376 24 56,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Людвика Свободы, 30",23-го августа,Коминтерновский,Украина,50.46,Аптечный киоск № 7,336 76 35,30.50,Отсутствует,
Отсутствует,Сумы,"г. Сумы, ул. Ковпака, 22",Отсутствует,Отсутствует,Украина,50.46,Аптека №228,(054) 24-17-76,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Тракторостроителей, 108",Академика Павлова,Московский,Украина,50.46,Аптечный киоск № 6,713 09 99,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Героев Труда 15",Героев Труда,Московский,Украина,50.46,Аптечный киоск № 5,,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Героев Сталинграда, 179",Маршала Жукова,Коминтерновский,Украина,50.46,Аптечный киоск № 3,717 05 70,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. Любечская, 76",Отсутствует,Новозаводской,Украина,50.46,Аптечный киоск № 208,,30.50,Отсутствует,
Отсутствует,Сумы,"г. Сумы, ул. Ковпака, 18",Отсутствует,Отсутствует,Украина,50.46,Аптека №2 ЦРА,(054) 24-10-43,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Победы 75а",23-го августа,Дзержинский,Украина,50.46,Аптечный киоск № 2,337 21 26,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Кирова, 3",Спортивная,Червонозаводский,Украина,50.46,Аптечный киоск № 12,30087,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Шариковая, 31",Пролетарская,Орджоникидзевский,Украина,50.46,Аптечный киоск № 11,993 071,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Славы 3",Холодная гора,Ленинский,Украина,50.46,Аптечный киоск № 10,783 61 01,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Московский 118",Завод им. Малышева,Октябрьский,Украина,50.46,Аптечный киоск № 1,,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. 1-го Мая, 172",Отсутствует,Деснянский,Украина,50.46,Аптечный киоск Эскулап,952-519,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Саксаганского, 100",Университет,Шевченковcкий,Украина,50.46,Аптечный киоск при поликлинике № 9,225-51-44,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Рыкова, 2",Святошин,Святошинский,Украина,50.46,Аптечный киоск при поликлинике № 1,478-00-27,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Половецкая, 25/27",Лукъяновская,Шевченковcкий,Украина,50.46,Аптечный киоск аптеки № 8,"211-52-28, 211-52-23",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Ревуцкого, 14",Харьковская,Дарницкий,Украина,50.46,"Аптечный киоск ""Фармакон""",562-57-73,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. Рокоссовского, 25",Отсутствует,Деснянский,Украина,50.46,Аптечный киоск,3-10-70,30.50,Отсутствует,
Отсутствует,Николаев,"г. Николаев, ул. Володарского, д. 5",Отсутствует,Отсутствует,Украина,50.46,Аптечный киоск,(0512) 24 21 35,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, ул. Энвера Ахсарова, 3",Алексеевская,Дзержинский,Украина,50.46,Аптечный киоск,336 39 92,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Зоологическая, 3",Политехнический институт,Шевченковcкий,Украина,50.46,Аптечный киоск,213-16-72,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Грушевского, 12/2",Крещатик,Шевченковcкий,Украина,50.46,Аптечный киоск,293-10-16,30.50,Отсутствует,
Отсутствует,Ровно,"г. Ровно, ул. Дворецкая, д. 108",Отсутствует,Отсутствует,Украина,50.46,Аптечний пункт аптеки №121,(0362) 25 71 09,30.50,Отсутствует,
Отсутствует,Ровно,"г. Ровно, ул. С.Бандеры, д. 57",Отсутствует,Отсутствует,Украина,50.46,Аптечний пункт аптеки №121,(0362) 23 43 91,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Панфилова, 15",Отсутствует,Киевский,Украина,50.46,Аптечная справка городского аптечного объединения,(062) 381-1138,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Б. Хмельницкого, 37",Площадь Независимости,Шевченковcкий,Украина,50.46,Аптечный пункт при поликлинике больницы № 22,235-40-02,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Нестеровская, 13/19",Лукъяновская,Шевченковcкий,Украина,50.46,Аптечный пункт при Областной консультативной поликлинике,224-14-00,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Магнитогорская, 1",Черниговская,Днепровский,Украина,50.46,Аптечный пункт при МСЧ ДШК,551-61-00,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, просп. П. Тычины, 12",Левобережная,Днепровский,Украина,50.46,Аптечный пункт при детской поликлинике №1,550-94-62,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, просп. П. Тычины, 12",Левобережная,Днепровский,Украина,50.46,Аптечный пункт при детской поликлинике № 1,550-94-62,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Б. Хмельницкого, 46",Площадь Льва Толстого,Шевченковcкий,Украина,50.46,Аптечный пункт при детской поликлинике,225-53-16,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Б. Хмельницкого, 46",Университет,Шевченковcкий,Украина,50.46,Аптечный пункт при детской поликлинике,225-53-16,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. 50 лет Обороны Луганска, 3",Отсутствует,Отсутствует,Украина,50.46,Аптека №288 Фармация,(0642) 54-80-42,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, просп. Мира, 36",Отсутствует,Деснянский,Украина,50.46,Аптечный пункт,77-47-54,30.50,Отсутствует,
Отсутствует,Чернигов,"г. Чернигов, ул. Гагарина, 6",Отсутствует,Новозаводской,Украина,50.46,Аптечный пункт,2-49-99,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Смелянская, 171",Отсутствует,Сосновский,Украина,50.46,Аптечная база,"(0472) 65-99-94, 63-44-15",30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Черновцы,"г. Черновцы, ул. Красноармейская, д. 85",Отсутствует,Первомайский,Украина,50.46,Аптека1,(03722) 71-927,30.50,Отсутствует,
Отсутствует,Ровно,"г. Ровно, ул. Ленина, д. 23",Отсутствует,Отсутствует,Украина,50.46,Аптека-центр,(03622) 9 14 52,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Притисско-Никольская, 7",Контрактовая площадь,Подольский,Украина,50.46,Аптека-музей,"425-24-37, 425-40-59",30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, бул. Шевченко, 349",Отсутствует,Приднепровский,Украина,50.46,Аптека-2000,(0472) 56-16-72,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Харьков,"г. Харьков, пр. Московский 276а",Пролетарская,Октябрьский,Украина,50.46,Аптечный киоск № 14,757 29 39,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Лобутенко 2",Отсутствует,Ворошиловский,Украина,50.46,Аптека №96,(0622) 95-53-18,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Сумы,"г. Сумы, ул. Петропавловская, 109",Отсутствует,Отсутствует,Украина,50.46,Аптека №97,(054) 22-00-91,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Военстрой 22",Отсутствует,Шевченковский,Украина,50.46,Аптека №93,(061) 261-0368,30.50,Отсутствует,
Отсутствует,Сумы,"г. Сумы, пл. Красная, 8",Отсутствует,Отсутствует,Украина,50.46,Аптека №90,(054) 22-51-95,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Тепловозостроителей, 30",Отсутствует,Отсутствует,Украина,50.46,Аптека №9 Фармация,(0642) 42-26-20,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Соборности, 6/4",Отсутствует,Отсутствует,Украина,50.46,Аптека №9 Сальвэ,(0332) 71-57-70,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Главная, д. 113",Отсутствует,Первомайский,Украина,50.46,Аптека №9,(03722) 22-334,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Карла Маркса, 98",Отсутствует,Отсутствует,Украина,50.46,Аптека №70,"(0552) 22-48-07, 26-27-54",30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Окуневского, д. 3",Отсутствует,Шевченковский,Украина,50.46,Аптека №278,8 (0322) 526-923,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, ул. Конякина, д. 12-б /75",Отсутствует,Отсутствует,Украина,50.46,Аптека №7 Сальвэ,(0332) 78-63-68,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Гагарина, д. 12",Отсутствует,Первомайский,Украина,50.46,Аптека №7,(03722) 22-830,30.50,Отсутствует,
Отсутствует,Днепропетровск,"г. Днепропетровск, пл. Островского, 1",Вокзальная,Кировский,Украина,50.46,Аптека №7,371-61-81,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Сыховская, д. 14",Отсутствует,Сиховский,Украина,50.46,Аптека №296,8 (0322) 217-607,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Коммунаров, 6",Отсутствует,Отсутствует,Украина,50.46,Аптека №7,(0552) 22-53-69,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Дружбы, 9",Отсутствует,Отсутствует,Украина,50.46,Аптека №95,(0352) 3-12-91,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, пр-кт. Бандеры, 72",Отсутствует,Отсутствует,Украина,50.46,Аптека №69,(0352) 24-22-70,30.50,Отсутствует,
Отсутствует,Ровно,"г. Ровно, ул. Б.Хмельницького, д. 3",Отсутствует,Отсутствует,Украина,50.46,Аптека №70,(0362) 28 95 76,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Соборности, 11а",Отсутствует,Отсутствует,Украина,50.46,Аптека №6 Гедеон Рихтер,(0332) 71-33-63,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Шепелева, 6",Шулявская,Соломенский,Украина,50.46,Аптечный пункт,497-31-36,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Переяславская, 142",Отсутствует,Отсутствует,Украина,50.46,Аптека №6,(0642) 42-73-35,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Замарстыновская, д. 54",Отсутствует,Галицкий,Украина,50.46,Аптека №7,8 (0322) 521-169,30.50,Отсутствует,
Отсутствует,Днепропетровск,"г. Днепропетровск, ул. Батумская, 13-Д",Вокзальная,Индустриальный,Украина,50.46,Аптека №6,726-31-03,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Артема, 282",Отсутствует,Киевский,Украина,50.46,Аптека №6,(0622) 512-341,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Звягильского 59",Отсутствует,Киевский,Украина,50.46,Аптека №593,(0622) 57-37-28,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Ильича, 82",Отсутствует,Буденовский,Украина,50.46,Аптека №589,(0622) 941-004,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Клиническая 11",Отсутствует,Ленинский,Украина,50.46,Аптека №567,(0622) 66-14-88,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Сумы,"г. Сумы, ул. Кооперативная, 4, к.21",Отсутствует,Отсутствует,Украина,50.46,Аптека №555,,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Багратиона 19",Отсутствует,Буденовский,Украина,50.46,Аптека №540,(062) 382-72-70,30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Раздольная 28",Отсутствует,Пролетарский,Украина,50.46,Аптека №534,(062) 309-39-06,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Донецк,"г. Донецк, ул. Кольцова, 15",Отсутствует,Кировский,Украина,50.46,Аптека №528,(0622) 669-144,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Донецк,"г. Донецк, пр. Кремлевский 21",Отсутствует,Куйбишевский,Украина,50.46,Аптека №512,(0622) 52-18-12,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Львов,"г. Львов, ул. Центральная, д. 14",Отсутствует,Железнодорожный,Украина,50.46,Аптека №51,8 (0322) 690-294,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Транспортная, 7",Отсутствует,Отсутствует,Украина,50.46,Аптека №7,(0352) 2-87-89,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, пр-кт. Ушакова, 64",Отсутствует,Отсутствует,Украина,50.46,Аптека №6,"(0552) 22-60-29, 49-24-37",30.50,Отсутствует,
Отсутствует,Донецк,"г. Донецк, ул. Щетинина, 24",Отсутствует,Пролетарский,Украина,50.46,Аптека №508,(0622) 221-404,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Галицкая, д. 67",Отсутствует,Отсутствует,Украина,50.46,Берест-Мед-Фарм,0342) 52 88 39,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Городоцкая, д. 80",Отсутствует,Галицкий,Украина,50.46,Ваше спасение,8 (032) 233-1411,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Возрождения, д. 20-36",Отсутствует,Отсутствует,Украина,50.46,Аптека №6 Сальвэ,(0332) 78-63-66,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Русская, д. 17",Отсутствует,Первомайский,Украина,50.46,Гармония 2000,(03722) 28-572,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Пирогова, 49, подземный переход",Отсутствует,Ленинский,Украина,50.46,Киоск №9,-,30.50,Отсутствует,График работы: 8:00 - 20:00   Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Полтава,"г. Полтава, вул. Фрунзе 99",Отсутствует,Отсутствует,Украина,50.46,"Аптека №6 ""Полтавафарм""",(05322) 59-68-57,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Чернигов,"г. Чернигов, ул. Щорса, 55",Отсутствует,Деснянский,Украина,50.46,Ліки України (Черниговское областное комуннальное предприятие),(0462) 67-51-43,30.50,Отсутствует,"О компании: Чернігівське обласне комунальне підприємство ""Ліки України"" створено 4 жовтня 1999 року на базі колишнього Чернігівського обласного аптекоуправління шляхом його реорганізації і згідно зі Статутом є його правонаступником з решти питань по управлінню аптечною службою області. Засновником підприємства є Чернігівська обласна рада. ЧОКП ""Ліки України"" це найбільше і найпотужніше фармацевтичне підприємство області...."
Отсутствует,Львов,"г. Львов, ул. Линкольна, д. 29",Отсутствует,Шевченковский,Украина,50.46,Маис-К,8 (0322) 527-166,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Городоцкая, д. 113",Отсутствует,Галицкий,Украина,50.46,Мелби,8 (0322) 721-016,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Красноареймская, д. 17",Отсутствует,Первомайский,Украина,50.46,Пан аптекар,(0372) 510-039,30.50,Отсутствует,
Отсутствует,Симферополь,"г. Симферополь, ул. Киевская, 150",Отсутствует,Отсутствует,Украина,50.46,НИИ эфиромасличных и лекарственных растений,"(065) 223 405,228 304",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Крещатик, 26",Площадь Независимости,Шевченковcкий,Украина,50.46,Аптечный киоск,279-41-17,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Пастеровская, 178",Отсутствует,Приднепровский,Украина,50.46,Оптфармация-2,"(0472) 32-80-06, 32-80-08",30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Рейтарская, 22",Золотые ворота,Шевченковcкий,Украина,50.46,Оптовый отдел при ТМО № 16,229-61-97,30.50,Отсутствует,
Отсутствует,Харьков,"г. Харьков, пр. Правды 7",Научная,Дзержинский,Украина,50.46,Орбита,754 63 54,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Главная, д. 44",Отсутствует,Первомайский,Украина,50.46,Олмамед № 3,(03722) 22-372,30.50,Отсутствует,
Отсутствует,Черновцы,"г. Черновцы, ул. Университетская, д. 6",Отсутствует,Первомайский,Украина,50.46,ОЛМАМЕД,(0372) 515-505,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Шевская, д. 16",Отсутствует,Галицкий,Украина,50.46,ОЙкумена,8 (0322) 720-951,30.50,Отсутствует,
Отсутствует,Кировоград,"г. Кировоград, ул. Володарского, 84",Отсутствует,Отсутствует,Украина,50.46,Объедененный аптечный склад,(0522) 24 18 14,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Пекарская, д. 75",Отсутствует,Лычаковский,Украина,50.46,Научно-изготовительная аптека,8 (0322) 768-593,30.50,Отсутствует,
